"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","Points:0","Points:1","Points:2"
-0.021316,-0.006063,0,0.013393,-0.00054159,0,-0.00054159,-0.0039936,0,0,0,0,134.01,-4.1661,0,-4.1661,0.26827,0,0,0,30.988,3,12,0
0.018109,-0.015565,0,-0.0012131,-0.00011156,0,-0.00011156,0.0039909,0,0,0,0,-0.17447,-0.85816,0,-0.85816,39.856,0,0,0,9.1573,6,9,0
0.017948,-0.013517,0,-0.0007156,-0.00016382,0,-0.00016382,0.0024948,0,0,0,0,0.36084,-1.2602,0,-1.2602,25.056,0,0,0,5.8654,6.15,9,0
0.017927,-0.013177,0,-0.00072826,-0.00015303,0,-0.00015303,0.0022882,0,0,0,0,-0.45933,-1.1772,0,-1.1772,22.744,0,0,0,5.1426,6.175,9,0
0.017841,-0.011125,0,-0.00026756,-3.6114e-05,0,-3.6114e-05,0.00085445,0,0,0,0,-0.12329,-0.2778,0,-0.2778,8.5076,0,0,0,1.9348,6.325,9,0
0.024468,0.0099414,0,0.012835,0.00056553,0,0.00056553,-0.0038252,0,0,0,0,128.43,4.3502,0,4.3502,0.27716,0,0,0,29.702,9.325,12,0
-0.015314,-0.0070406,0,0.008071,-0.00088246,0,-0.00088246,-0.0023316,0,0,0,0,81.006,-6.7881,0,-6.7881,0.98534,0,0,0,18.921,3,12.3,0
0.017589,0.0089728,0,0.0079432,0.00086358,0,0.00086358,-0.002293,0,0,0,0,79.729,6.643,0,6.643,0.98901,0,0,0,18.627,9.325,12.3,0
0.018642,-0.015712,0,-0.0012131,-0.00011156,0,-0.00011156,0.0039909,0,0,0,0,-0.17447,-0.85816,0,-0.85816,39.856,0,0,0,9.1573,6,8.9622,0
0.019198,-0.015859,0,-0.0011822,-0.00010066,0,-0.00010066,0.0038769,0,0,0,0,-0.21056,-0.77435,0,-0.77435,38.706,0,0,0,8.8835,6,8.9236,0
0.019778,-0.016007,0,-0.0011822,-0.00010066,0,-0.00010066,0.0038769,0,0,0,0,-0.21056,-0.77435,0,-0.77435,38.706,0,0,0,8.8835,6,8.8844,0
0.020383,-0.016156,0,-0.0011462,-9.667e-05,0,-9.667e-05,0.0037668,0,0,0,0,-0.17762,-0.74362,0,-0.74362,37.615,0,0,0,8.6394,6,8.8444,0
0.021014,-0.016304,0,-0.0011462,-9.667e-05,0,-9.667e-05,0.0037668,0,0,0,0,-0.17762,-0.74362,0,-0.74362,37.615,0,0,0,8.6394,6,8.8036,0
0.02167,-0.016453,0,-0.0011252,-0.00010171,0,-0.00010171,0.0036883,0,0,0,0,-0.20606,-0.78236,0,-0.78236,36.821,0,0,0,8.4496,6,8.7621,0
0.022353,-0.016604,0,-0.0011138,-0.00010163,0,-0.00010163,0.0036441,0,0,0,0,-0.22584,-0.78173,0,-0.78173,36.374,0,0,0,8.3418,6,8.7198,0
0.023063,-0.016755,0,-0.0011138,-0.00010163,0,-0.00010163,0.0036441,0,0,0,0,-0.22584,-0.78173,0,-0.78173,36.374,0,0,0,8.3418,6,8.6766,0
0.023801,-0.016907,0,-0.0011018,-0.000103,0,-0.000103,0.0035995,0,0,0,0,-0.24136,-0.79231,0,-0.79231,35.922,0,0,0,8.2341,6,8.6327,0
0.024567,-0.017059,0,-0.00099088,-9.5506e-05,0,-9.5506e-05,0.0032647,0,0,0,0,-0.12597,-0.73466,0,-0.73466,32.609,0,0,0,7.4962,6,8.5879,0
0.025362,-0.017212,0,-0.0010748,-0.00010237,0,-0.00010237,0.0035067,0,0,0,0,-0.2504,-0.7875,0,-0.7875,34.992,0,0,0,8.0172,6,8.5423,0
0.026186,-0.017365,0,-0.00096778,-9.6542e-05,0,-9.6542e-05,0.0031846,0,0,0,0,-0.13638,-0.74263,0,-0.74263,31.805,0,0,0,7.3081,6,8.4958,0
0.027039,-0.017519,0,-0.0010462,-0.00010342,0,-0.00010342,0.0034129,0,0,0,0,-0.24513,-0.79555,0,-0.79555,34.055,0,0,0,7.8023,6,8.4485,0
0.027922,-0.017673,0,-0.00094408,-9.7852e-05,0,-9.7852e-05,0.0031047,0,0,0,0,-0.13929,-0.75271,0,-0.75271,31.005,0,0,0,7.1228,6,8.4002,0
0.028836,-0.017828,0,-0.0010174,-0.00010438,0,-0.00010438,0.0033183,0,0,0,0,-0.24033,-0.80295,0,-0.80295,33.111,0,0,0,7.5856,6,8.3511,0
-0.021808,-0.0052359,0,0.013213,-0.0005002,0,-0.0005002,-0.003964,0,0,0,0,132.13,-3.8477,0,-3.8477,-0.00056933,0,0,0,30.491,2.9618,12,0
-0.022312,-0.0043511,0,0.012367,-0.00044599,0,-0.00044599,-0.0036944,0,0,0,0,123.73,-3.4307,0,-3.4307,0.17319,0,0,0,28.592,2.9222,12,0
-0.022828,-0.0034044,0,0.012868,-0.00045579,0,-0.00045579,-0.0038997,0,0,0,0,128.55,-3.506,0,-3.506,-0.43148,0,0,0,29.566,2.881,12,0
-0.023354,-0.0023926,0,0.012583,-0.00045774,0,-0.00045774,-0.0038013,0,0,0,0,125.75,-3.521,0,-3.521,-0.2889,0,0,0,28.952,2.8383,12,0
-0.023896,-0.0013104,0,0.012583,-0.00045774,0,-0.00045774,-0.0038013,0,0,0,0,125.75,-3.521,0,-3.521,-0.2889,0,0,0,28.952,2.794,12,0
-0.02445,-0.00015522,0,0.01242,-0.00048239,0,-0.00048239,-0.0037943,0,0,0,0,123.97,-3.7107,0,-3.7107,-0.75052,0,0,0,28.436,2.7479,12,0
-0.025015,0.0010771,0,0.011494,-0.00048676,0,-0.00048676,-0.0034421,0,0,0,0,114.96,-3.7443,0,-3.7443,0.065983,0,0,0,26.543,2.7001,12,0
-0.025596,0.0023944,0,0.012117,-0.00047781,0,-0.00047781,-0.0036485,0,0,0,0,121.13,-3.6754,0,-3.6754,-0.14636,0,0,0,27.919,2.6505,12,0
-0.026193,0.0038002,0,0.011313,-0.00046565,0,-0.00046565,-0.0033794,0,0,0,0,113.17,-3.5819,0,-3.5819,0.15853,0,0,0,26.154,2.599,12,0
-0.026804,0.0053013,0,0.011871,-0.00049004,0,-0.00049004,-0.0036072,0,0,0,0,118.56,-3.7695,0,-3.7695,-0.50346,0,0,0,27.244,2.5455,12,0
-0.027427,0.006899,0,0.010936,-0.00046423,0,-0.00046423,-0.0032996,0,0,0,0,109.29,-3.571,0,-3.571,-0.20815,0,0,0,25.173,2.49,12,0
-0.028064,0.0086017,0,0.011531,-0.00052491,0,-0.00052491,-0.0034848,0,0,0,0,115.23,-4.0378,0,-4.0378,-0.27913,0,0,0,26.527,2.4323,12,0
-0.028716,0.010416,0,0.010695,-0.00046876,0,-0.00046876,-0.0031909,0,0,0,0,107.01,-3.6058,0,-3.6058,0.19391,0,0,0,24.739,2.3724,12,0
-0.029384,0.012348,0,0.011272,-0.00052999,0,-0.00052999,-0.0034115,0,0,0,0,112.63,-4.0769,0,-4.0769,-0.32667,0,0,0,25.915,2.3103,12,0
-0.030065,0.014402,0,0.010344,-0.00049324,0,-0.00049324,-0.0031148,0,0,0,0,103.4,-3.7941,0,-3.7941,-0.12608,0,0,0,23.834,2.2458,12,0
-0.030757,0.016586,0,0.010162,-0.00055645,0,-0.00055645,-0.0030612,0,0,0,0,101.58,-4.2804,0,-4.2804,-0.13799,0,0,0,23.41,2.1788,12,0
0.017596,-0.015419,0,-0.0012361,-0.00014844,0,-0.00014844,0.0041012,0,0,0,0,-0.063038,-1.1419,0,-1.1419,40.993,0,0,0,9.4454,5.9999,9.0375,0
0.017096,-0.015274,0,-0.0012361,-0.00014844,0,-0.00014844,0.0041012,0,0,0,0,-0.063038,-1.1419,0,-1.1419,40.993,0,0,0,9.4454,5.9995,9.0749,0
0.016611,-0.01513,0,-0.0012476,-0.00020192,0,-0.00020192,0.0041569,0,0,0,0,-0.00587,-1.5532,0,-1.5532,41.567,0,0,0,9.591,5.9989,9.1124,0
0.016141,-0.014988,0,-0.0012476,-0.00020192,0,-0.00020192,0.0041569,0,0,0,0,-0.00587,-1.5532,0,-1.5532,41.567,0,0,0,9.591,5.9981,9.1498,0
0.015686,-0.014848,0,-0.0012464,-0.00026005,0,-0.00026005,0.0041682,0,0,0,0,0.044868,-2.0004,0,-2.0004,41.695,0,0,0,9.6323,5.997,9.1873,0
0.015246,-0.01471,0,-0.0012464,-0.00026005,0,-0.00026005,0.0041682,0,0,0,0,0.044868,-2.0004,0,-2.0004,41.695,0,0,0,9.6323,5.9956,9.2247,0
