"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","Points:0","Points:1","Points:2"
-0.033256,0.034334,0,0.01173,-0.00063224,0,-0.00063224,-0.00349,0,0,0,0,117.4,-4.8634,0,-4.8634,0.31948,0,0,0,27.166,3,12,0
0.0012349,0.0079899,0,-0.00080801,-1.2435e-05,0,-1.2435e-05,0.0026365,0,0,0,0,-0.18763,-0.095654,0,-0.095654,26.308,0,0,0,6.0278,6,9,0
0.0011181,0.0080914,0,-0.00061859,-0.00024631,0,-0.00024631,0.0020201,0,0,0,0,-0.1381,-1.8947,0,-1.8947,20.159,0,0,0,4.6203,6.15,9,0
0.0011007,0.008116,0,-0.00062057,0.00023447,0,0.00023447,0.0020038,0,0,0,0,-0.21352,1.8036,0,1.8036,19.974,0,0,0,4.5601,6.175,9,0
0.00098964,0.0083105,0,-0.00073448,3.8411e-06,0,3.8411e-06,0.0023924,0,0,0,0,-0.18425,0.029547,0,0.029547,23.868,0,0,0,5.4656,6.325,9,0
0.033405,0.035181,0,0.011702,0.00063288,0,0.00063288,-0.0034815,0,0,0,0,117.12,4.8683,0,4.8683,0.3203,0,0,0,27.101,9.325,12,0
-0.024146,0.033372,0,0.0075191,-0.00086426,0,-0.00086426,-0.0021276,0,0,0,0,75.614,-6.6481,0,-6.6481,1.4079,0,0,0,17.774,3,12.3,0
0.024253,0.034219,0,0.007515,0.00086406,0,0.00086406,-0.0021267,0,0,0,0,75.572,6.6466,0,6.6466,1.4042,0,0,0,17.764,9.325,12.3,0
0.0012704,0.0078903,0,-0.00080801,-1.2435e-05,0,-1.2435e-05,0.0026365,0,0,0,0,-0.18763,-0.095654,0,-0.095654,26.308,0,0,0,6.0278,6,8.9622,0
0.0013084,0.0077894,0,-0.00079849,-1.8709e-05,0,-1.8709e-05,0.0025964,0,0,0,0,-0.21525,-0.14391,0,-0.14391,25.899,0,0,0,5.927,6,8.9236,0
0.0013495,0.0076876,0,-0.00079849,-1.8709e-05,0,-1.8709e-05,0.0025964,0,0,0,0,-0.21525,-0.14391,0,-0.14391,25.899,0,0,0,5.927,6,8.8844,0
0.0013935,0.007585,0,-0.00077806,-1.4952e-05,0,-1.4952e-05,0.0025423,0,0,0,0,-0.16887,-0.11502,0,-0.11502,25.372,0,0,0,5.8162,6,8.8444,0
