"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","Points:0","Points:1","Points:2"
-0.022751,0.03307,0,0.013023,-0.00059316,0,-0.00059316,-0.0038576,0,0,0,0,130.4,-4.5628,0,-4.5628,0.54292,0,0,0,30.217,3,12,0
0.00010598,0.0183,0,-0.00073114,-2.1379e-05,0,-2.1379e-05,0.0024045,0,0,0,0,-0.10765,-0.16445,0,-0.16445,24.012,0,0,0,5.5165,6,9,0
-2.242e-06,0.018297,0,-0.00071295,-7.725e-06,0,-7.725e-06,0.0023657,0,0,0,0,-0.035434,-0.059423,0,-0.059423,23.647,0,0,0,5.4488,6.15,9,0
-2.0042e-05,0.018297,0,-0.00071314,7.8402e-06,0,7.8402e-06,0.0023664,0,0,0,0,-0.035534,0.060309,0,0.060309,23.653,0,0,0,5.4502,6.175,9,0
-0.00012831,0.018297,0,-0.00073171,2.1487e-05,0,2.1487e-05,0.0024063,0,0,0,0,-0.10786,0.16528,0,0.16528,24.031,0,0,0,5.5207,6.325,9,0
0.022748,0.033049,0,0.013031,0.00059349,0,0.00059349,-0.0038597,0,0,0,0,130.47,4.5653,0,4.5653,0.54471,0,0,0,30.235,9.325,12,0
-0.016487,0.032108,0,0.0074494,-0.00079814,0,-0.00079814,-0.0020849,0,0,0,0,74.988,-6.1395,0,-6.1395,1.6471,0,0,0,17.685,3,12.3,0
0.016483,0.032087,0,0.0074322,0.00078234,0,0.00078234,-0.0020887,0,0,0,0,74.787,6.018,0,6.018,1.5497,0,0,0,17.616,9.325,12.3,0
0.00010637,0.01818,0,-0.00073077,-9.8171e-06,0,-9.8171e-06,0.0023911,0,0,0,0,-0.14763,-0.075516,0,-0.075516,23.867,0,0,0,5.4737,6,8.9499,0
0.00010649,0.018058,0,-0.00073049,-1.1743e-06,0,-1.1743e-06,0.0023773,0,0,0,0,-0.19019,-0.0090329,0,-0.0090329,23.716,0,0,0,5.4289,6,8.8985,0
0.00010635,0.017933,0,-0.00073049,-1.1743e-06,0,-1.1743e-06,0.0023773,0,0,0,0,-0.19019,-0.0090329,0,-0.0090329,23.716,0,0,0,5.4289,6,8.8458,0
0.00010604,0.017804,0,-0.00073152,9.1272e-08,0,9.1272e-08,0.0023776,0,0,0,0,-0.20044,0.0007021,0,0.0007021,23.716,0,0,0,5.4267,6,8.7918,0
0.00010561,0.017673,0,-0.00073149,2.1671e-07,0,2.1671e-07,0.0023776,0,0,0,0,-0.20022,0.001667,0,0.001667,23.716,0,0,0,5.4266,6,8.7365,0
0.00010512,0.017538,0,-0.00073131,2.2324e-07,0,2.2324e-07,0.002377,0,0,0,0,-0.20021,0.0017172,0,0.0017172,23.71,0,0,0,5.4253,6,8.6797,0
0.00010458,0.0174,0,-0.00073147,1.0107e-07,0,1.0107e-07,0.0023774,0,0,0,0,-0.20044,0.00077743,0,0.00077743,23.714,0,0,0,5.4263,6,8.6216,0
0.000104,0.017259,0,-0.00073147,1.0107e-07,0,1.0107e-07,0.0023774,0,0,0,0,-0.20044,0.00077743,0,0.00077743,23.714,0,0,0,5.4263,6,8.562,0
0.0001034,0.017114,0,-0.00073149,5.1003e-08,0,5.1003e-08,0.0023776,0,0,0,0,-0.20013,0.00039233,0,0.00039233,23.716,0,0,0,5.4267,6,8.5009,0
0.00010276,0.016965,0,-0.00073149,5.1003e-08,0,5.1003e-08,0.0023776,0,0,0,0,-0.20013,0.00039233,0,0.00039233,23.716,0,0,0,5.4267,6,8.4382,0
0.00010209,0.016812,0,-0.00073149,4.2707e-08,0,4.2707e-08,0.0023776,0,0,0,0,-0.19998,0.00032852,0,0.00032852,23.716,0,0,0,5.4268,6,8.374,0
0.00010139,0.016656,0,-0.00073149,4.2707e-08,0,4.2707e-08,0.0023776,0,0,0,0,-0.19998,0.00032852,0,0.00032852,23.716,0,0,0,5.4268,6,8.3082,0
-0.023383,0.034215,0,0.01258,-0.00049041,0,-0.00049041,-0.0037667,0,0,0,0,125.82,-3.7724,0,-3.7724,0.07809,0,0,0,29.053,2.9492,12,0
-0.024036,0.035462,0,0.01258,-0.00049041,0,-0.00049041,-0.0037667,0,0,0,0,125.82,-3.7724,0,-3.7724,0.07809,0,0,0,29.053,2.8959,12,0
-0.024709,0.036821,0,0.012189,-0.00048027,0,-0.00048027,-0.0036709,0,0,0,0,121.85,-3.6944,0,-3.6944,-0.15459,0,0,0,28.083,2.8399,12,0
-0.025404,0.0383,0,0.012189,-0.00048027,0,-0.00048027,-0.0036709,0,0,0,0,121.85,-3.6944,0,-3.6944,-0.15459,0,0,0,28.083,2.781,12,0
-0.026123,0.039909,0,0.011815,-0.00049303,0,-0.00049303,-0.0035598,0,0,0,0,118.1,-3.7925,0,-3.7925,-0.16769,0,0,0,27.216,2.7191,12,0
-0.026864,0.041658,0,0.011815,-0.00049303,0,-0.00049303,-0.0035598,0,0,0,0,118.1,-3.7925,0,-3.7925,-0.16769,0,0,0,27.216,2.6541,12,0
-0.02763,0.043558,0,0.011464,-0.00050736,0,-0.00050736,-0.0034637,0,0,0,0,114.56,-3.9027,0,-3.9027,-0.26959,0,0,0,26.374,2.5858,12,0
-0.02842,0.045621,0,0.011291,-0.00052704,0,-0.00052704,-0.0034248,0,0,0,0,112.78,-4.0541,0,-4.0541,-0.41266,0,0,0,25.932,2.514,12,0
-0.029235,0.047861,0,0.010412,-0.00048109,0,-0.00048109,-0.0031195,0,0,0,0,104.13,-3.7007,0,-3.7007,0.044194,0,0,0,24.04,2.4386,12,0
-0.030072,0.050287,0,0.011063,-0.00053582,0,-0.00053582,-0.0033372,0,0,0,0,110.57,-4.1217,0,-4.1217,-0.20043,0,0,0,25.471,2.3593,12,0
-0.030935,0.052916,0,0.010891,-0.00053034,0,-0.00053034,-0.0032966,0,0,0,0,108.81,-4.0795,0,-4.0795,-0.32198,0,0,0,25.036,2.2761,12,0
-0.031822,0.055761,0,0.010703,-0.0005336,0,-0.0005336,-0.0032371,0,0,0,0,106.95,-4.1046,0,-4.1046,-0.28597,0,0,0,24.615,2.1886,12,0
0.00010555,0.018419,0,-0.00073121,-2.8511e-05,0,-2.8511e-05,0.0023797,0,0,0,0,-0.19021,-0.21932,0,-0.21932,23.74,0,0,0,5.4345,5.9998,9.0497,0
0.00010529,0.018539,0,-0.00072512,-5.9752e-05,0,-5.9752e-05,0.0024007,0,0,0,0,-0.053871,-0.45963,0,-0.45963,23.991,0,0,0,5.524,5.9992,9.0994,0
0.00010521,0.018658,0,-0.00072327,-7.0402e-05,0,-7.0402e-05,0.002357,0,0,0,0,-0.17765,-0.54156,0,-0.54156,23.517,0,0,0,5.3859,5.9981,9.1491,0
0.0001052,0.018776,0,-0.00070907,-0.00010624,0,-0.00010624,0.0023577,0,0,0,0,-0.019312,-0.81721,0,-0.81721,23.571,0,0,0,5.4351,5.9966,9.1987,0
0.00010523,0.018894,0,-0.00070593,-0.00011723,0,-0.00011723,0.0023062,0,0,0,0,-0.15466,-0.90178,0,-0.90178,23.016,0,0,0,5.2756,5.9946,9.2484,0
0.00010526,0.019009,0,-0.00068439,-0.00015298,0,-0.00015298,0.0022879,0,0,0,0,0.021841,-1.1767,0,-1.1767,22.886,0,0,0,5.2864,5.9922,9.298,0
0.00010524,0.019124,0,-0.00068,-0.00016304,0,-0.00016304,0.0022302,0,0,0,0,-0.12037,-1.2542,0,-1.2542,22.265,0,0,0,5.1104,5.9893,9.3476,0
0.00010518,0.019236,0,-0.00065222,-0.00019839,0,-0.00019839,0.0021965,0,0,0,0,0.073859,-1.5261,0,-1.5261,21.987,0,0,0,5.091,5.9859,9.3972,0
0.00010504,0.019346,0,-0.00064675,-0.00020753,0,-0.00020753,0.0021338,0,0,0,0,-0.072481,-1.5964,0,-1.5964,21.317,0,0,0,4.9025,5.982,9.4467,0
0.00010485,0.019454,0,-0.00061365,-0.00024133,0,-0.00024133,0.002087,0,0,0,0,0.13673,-1.8564,0,-1.8564,20.911,0,0,0,4.8571,5.9776,9.4962,0
0.00010455,0.019559,0,-0.0006073,-0.00024915,0,-0.00024915,0.0020208,0,0,0,0,-0.011455,-1.9166,0,-1.9166,20.205,0,0,0,4.66,5.9726,9.5457,0
0.00010419,0.019661,0,-0.00057028,-0.00028046,0,-0.00028046,0.0019639,0,0,0,0,0.20764,-2.1574,0,-2.1574,19.701,0,0,0,4.5944,5.9671,9.595,0
0.00010376,0.019761,0,-0.0005631,-0.00028657,0,-0.00028657,0.001895,0,0,0,0,0.059456,-2.2044,0,-2.2044,18.968,0,0,0,4.391,5.9611,9.6444,0
0.00010332,0.019858,0,-0.00052198,-0.00031621,0,-0.00031621,0.0018299,0,0,0,0,0.29672,-2.4324,0,-2.4324,18.388,0,0,0,4.3119,5.9545,9.6936,0
0.00010259,0.019951,0,-0.00051402,-0.00032051,0,-0.00032051,0.0017585,0,0,0,0,0.14879,-2.4655,0,-2.4655,17.63,0,0,0,4.1028,5.9473,9.7428,0
0.00010213,0.020042,0,-0.00049952,-0.0003317,0,-0.0003317,0.0017644,0,0,0,0,0.32754,-2.5515,0,-2.5515,17.743,0,0,0,4.17,5.9395,9.7918,0
0.00010146,0.02013,0,-0.00044684,-0.00036088,0,-0.00036088,0.0016231,0,0,0,0,0.44069,-2.776,0,-2.776,16.364,0,0,0,3.8779,5.931,9.8408,0
0.00010044,0.020215,0,-0.00043851,-0.0003619,0,-0.0003619,0.0015522,0,0,0,0,0.29827,-2.7839,0,-2.7839,15.611,0,0,0,3.6714,5.922,9.8897,0
9.9844e-05,0.020297,0,-0.000394,-0.00038249,0,-0.00038249,0.0014853,0,0,0,0,0.56679,-2.9422,0,-2.9422,15.023,0,0,0,3.5976,5.9123,9.9384,0
9.9131e-05,0.020376,0,-0.00038767,-0.00038519,0,-0.00038519,0.0014177,0,0,0,0,0.41363,-2.963,0,-2.963,14.301,0,0,0,3.3957,5.9019,9.987,0
9.8669e-05,0.020453,0,-0.00034328,-0.00039783,0,-0.00039783,0.001347,0,0,0,0,0.66823,-3.0602,0,-3.0602,13.67,0,0,0,3.3088,5.8908,10.035,0
9.8306e-05,0.020526,0,-0.00033703,-0.00039822,0,-0.00039822,0.0012812,0,0,0,0,0.5202,-3.0632,0,-3.0632,12.968,0,0,0,3.1127,5.8791,10.084,0
9.8199e-05,0.020596,0,-0.00029549,-0.00040519,0,-0.00040519,0.0012088,0,0,0,0,0.7379,-3.1168,0,-3.1168,12.309,0,0,0,3.0109,5.8666,10.132,0
9.8523e-05,0.020664,0,-0.00028814,-0.00040084,0,-0.00040084,0.0011452,0,0,0,0,0.60891,-3.0833,0,-3.0833,11.634,0,0,0,2.8254,5.8534,10.18,0
9.9217e-05,0.020729,0,-0.00024623,-0.00040057,0,-0.00040057,0.0010637,0,0,0,0,0.80093,-3.0813,0,-3.0813,10.877,0,0,0,2.695,5.8395,10.227,0
0.00010028,0.02079,0,-0.00023976,-0.00039408,0,-0.00039408,0.0010058,0,0,0,0,0.68117,-3.0314,0,-3.0314,10.262,0,0,0,2.5254,5.8248,10.275,0
0.00010168,0.020848,0,-0.00022193,-0.00039281,0,-0.00039281,0.0009887,0,0,0,0,0.82065,-3.0216,0,-3.0216,10.133,0,0,0,2.5278,5.8093,10.322,0
0.00010336,0.020903,0,-0.00017467,-0.00036538,0,-0.00036538,0.00083271,0,0,0,0,0.82572,-2.8106,0,-2.8106,8.5749,0,0,0,2.1694,5.793,10.369,0
0.00010512,0.020954,0,-0.00017142,-0.00036024,0,-0.00036024,0.00078876,0,0,0,0,0.71661,-2.7711,0,-2.7711,8.1026,0,0,0,2.0352,5.7759,10.416,0
0.00010675,0.021,0,-0.00013062,-0.00032236,0,-0.00032236,0.00067062,0,0,0,0,0.77545,-2.4797,0,-2.4797,6.9388,0,0,0,1.7802,5.758,10.462,0
0.00010788,0.021043,0,-0.00013062,-0.00032236,0,-0.00032236,0.00067062,0,0,0,0,0.77545,-2.4797,0,-2.4797,6.9388,0,0,0,1.7802,5.7393,10.508,0
0.00010807,0.021081,0,-0.00011083,-0.00029601,0,-0.00029601,0.00058936,0,0,0,0,0.72504,-2.277,0,-2.277,6.1111,0,0,0,1.5776,5.7197,10.554,0
0.00010684,0.021113,0,-9.4636e-05,-0.00028074,0,-0.00028074,0.00050493,0,0,0,0,0.62464,-2.1596,0,-2.1596,5.2367,0,0,0,1.3526,5.6992,10.599,0
0.00010343,0.02114,0,-5.9197e-05,-0.00020292,0,-0.00020292,0.00035797,0,0,0,0,0.52962,-1.5609,0,-1.5609,3.7386,0,0,0,0.98498,5.6779,10.644,0
9.73e-05,0.021161,0,-5.9197e-05,-0.00020292,0,-0.00020292,0.00035797,0,0,0,0,0.52962,-1.5609,0,-1.5609,3.7386,0,0,0,0.98498,5.6557,10.688,0
8.7628e-05,0.021176,0,-4.6235e-05,-0.00017227,0,-0.00017227,0.00028966,0,0,0,0,0.44684,-1.3251,0,-1.3251,3.0306,0,0,0,0.80249,5.6326,10.732,0
7.3639e-05,0.021185,0,-3.7928e-05,-0.00019818,0,-0.00019818,0.00027751,0,0,0,0,0.49809,-1.5244,0,-1.5244,2.9246,0,0,0,0.78984,5.6086,10.776,0
5.4407e-05,0.021187,0,-1.1987e-05,-0.00010167,0,-0.00010167,0.00013624,0,0,0,0,0.31743,-0.78211,0,-0.78211,1.4577,0,0,0,0.40964,5.5837,10.819,0
2.8985e-05,0.021183,0,-1.0278e-05,-0.00018296,0,-0.00018296,0.00020464,0,0,0,0,0.56168,-1.4074,0,-1.4074,2.2149,0,0,0,0.64074,5.5578,10.861,0
-3.2854e-06,0.021171,0,1.2143e-05,-8.8089e-05,0,-8.8089e-05,8.496e-05,0,0,0,0,0.41353,-0.67761,0,-0.67761,0.97366,0,0,0,0.32012,5.5311,10.903,0
-4.3488e-05,0.021153,0,2.5731e-05,-0.00019994,0,-0.00019994,0.00016804,0,0,0,0,0.83674,-1.538,0,-1.538,1.9314,0,0,0,0.63881,5.5034,10.944,0
-9.2405e-05,0.021128,0,4.6785e-05,-0.0001204,0,-0.0001204,7.7169e-05,0,0,0,0,0.76853,-0.92612,0,-0.92612,1.0022,0,0,0,0.40864,5.4749,10.985,0
-0.00015075,0.021096,0,4.6785e-05,-0.0001204,0,-0.0001204,7.7169e-05,0,0,0,0,0.76853,-0.92612,0,-0.92612,1.0022,0,0,0,0.40864,5.4454,11.025,0
-0.00021943,0.021057,0,0.00011609,-0.000302,0,-0.000302,0.00017416,0,0,0,0,1.8498,-2.3231,0,-2.3231,2.2965,0,0,0,0.95685,5.415,11.064,0
-0.00029909,0.021012,0,0.00016634,-0.00026935,0,-0.00026935,0.00012133,0,0,0,0,2.228,-2.072,0,-2.072,1.8817,0,0,0,0.94839,5.3838,11.103,0
-0.00039052,0.020961,0,0.00021914,-0.00043482,0,-0.00043482,0.00020741,0,0,0,0,3.0919,-3.3447,0,-3.3447,3.0017,0,0,0,1.4062,5.3516,11.141,0
