"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","Points:0","Points:1","Points:2"
-0.02082,0.079541,0,0.014495,-0.0014279,0,-0.0014279,-0.0042665,0,0,0,0,145.22,-10.984,0,-10.984,0.90031,0,0,0,33.72,3,12,0
7.4407e-05,0.027097,0,-0.00073163,-8.9274e-06,0,-8.9274e-06,0.0023909,0,0,0,0,-0.15796,-0.068672,0,-0.068672,23.861,0,0,0,5.47,6,9,0
-3.3792e-05,0.027092,0,-0.00071603,-3.7417e-06,0,-3.7417e-06,0.0023659,0,0,0,0,-0.068903,-0.028782,0,-0.028782,23.638,0,0,0,5.439,6.15,9,0
-5.1581e-05,0.027091,0,-0.00071601,4.1872e-06,0,4.1872e-06,0.0023662,0,0,0,0,-0.06743,0.032209,0,0.032209,23.642,0,0,0,5.4403,6.175,9,0
-0.00015991,0.027089,0,-0.00073333,9.1703e-06,0,9.1703e-06,0.0023965,0,0,0,0,-0.15807,0.070541,0,0.070541,23.918,0,0,0,5.483,6.325,9,0
0.020806,0.0795,0,0.014496,0.0014279,0,0.0014279,-0.0042668,0,0,0,0,145.23,10.984,0,10.984,0.9005,0,0,0,33.722,9.325,12,0
-0.0020933,0.07821,0,0.003564,-0.0006747,0,-0.0006747,-0.0010168,0,0,0,0,35.813,-5.19,0,-5.19,0.57594,0,0,0,8.3974,3,12.3,0
0.0020809,0.078169,0,0.0035644,0.000675,0,0.000675,-0.0010166,0,0,0,0,35.818,5.1923,0,5.1923,0.57977,0,0,0,8.3994,9.325,12.3,0
7.4038e-05,0.027007,0,-0.00073163,-8.9274e-06,0,-8.9274e-06,0.0023909,0,0,0,0,-0.15796,-0.068672,0,-0.068672,23.861,0,0,0,5.47,6,8.9622,0
7.3474e-05,0.026915,0,-0.00073038,-1.5146e-06,0,-1.5146e-06,0.0023768,0,0,0,0,-0.19042,-0.01165,0,-0.01165,23.711,0,0,0,5.4279,6,8.9236,0
