"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8",":0",":1",":2"
0.090956,-0.13136,0,0.021904,0.0021012,0,0.0021012,-0.0064132,0,0,0,0,219.56,16.163,0,16.163,1.7361,0,0,0,51.068,23.407,10.886,0
0.092728,-0.13271,0,0.021942,0.0018417,0,0.0018417,-0.00644,0,0,0,0,219.88,14.167,0,14.167,1.5654,0,0,0,51.104,23.487,10.893,0
0.09452,-0.13397,0,0.022126,0.0021927,0,0.0021927,-0.0064786,0,0,0,0,221.78,16.867,0,16.867,1.749,0,0,0,51.584,23.568,10.9,0
0.09632,-0.13514,0,0.022157,0.0019508,0,0.0019508,-0.0065233,0,0,0,0,221.98,15.006,0,15.006,1.3609,0,0,0,51.54,23.649,10.907,0
0.098139,-0.13624,0,0.022171,0.0022279,0,0.0022279,-0.0064488,0,0,0,0,222.38,17.138,0,17.138,2.2245,0,0,0,51.831,23.731,10.913,0
0.099965,-0.13725,0,0.022186,0.0019767,0,0.0019767,-0.0065118,0,0,0,0,222.33,15.205,0,15.205,1.5816,0,0,0,51.672,23.814,10.92,0
0.1018,-0.13821,0,0.022259,0.0017856,0,0.0017856,-0.0065563,0,0,0,0,222.99,13.735,0,13.735,1.3345,0,0,0,51.768,23.897,10.927,0
0.10366,-0.13908,0,0.022352,0.0020359,0,0.0020359,-0.006582,0,0,0,0,223.93,15.661,0,15.661,1.3586,0,0,0,51.99,23.981,10.933,0
0.10553,-0.13989,0,0.022396,0.0018447,0,0.0018447,-0.0066204,0,0,0,0,224.28,14.19,0,14.19,1.0809,0,0,0,52.007,24.066,10.939,0
0.10742,-0.14063,0,0.022453,0.0020366,0,0.0020366,-0.0066107,0,0,0,0,224.94,15.666,0,15.666,1.3755,0,0,0,52.227,24.151,10.946,0
0.10932,-0.14131,0,0.022462,0.0018457,0,0.0018457,-0.0066373,0,0,0,0,224.95,14.198,0,14.198,1.1135,0,0,0,52.169,24.237,10.952,0
0.11123,-0.14192,0,0.022496,0.0020254,0,0.0020254,-0.0065928,0,0,0,0,225.48,15.58,0,15.58,1.7159,0,0,0,52.429,24.323,10.958,0
0.11316,-0.14247,0,0.022496,0.0018334,0,0.0018334,-0.0066375,0,0,0,0,225.33,14.103,0,14.103,1.2241,0,0,0,52.282,24.41,10.964,0
0.1151,-0.14298,0,0.022561,0.0016935,0,0.0016935,-0.0066727,0,0,0,0,225.92,13.027,0,13.027,1.0498,0,0,0,52.378,24.498,10.97,0
0.11706,-0.14342,0,0.02262,0.001848,0,0.001848,-0.006693,0,0,0,0,226.5,14.216,0,14.216,1.0215,0,0,0,52.506,24.586,10.976,0
0.11903,-0.14381,0,0.022659,0.0017021,0,0.0017021,-0.0067206,0,0,0,0,226.84,13.093,0,13.093,0.84692,0,0,0,52.543,24.675,10.982,0
0.12102,-0.14415,0,0.022694,0.0018166,0,0.0018166,-0.00672,0,0,0,0,227.23,13.974,0,13.974,0.96921,0,0,0,52.662,24.764,10.987,0
0.12302,-0.14444,0,0.022713,0.0016805,0,0.0016805,-0.0067405,0,0,0,0,227.37,12.927,0,12.927,0.80576,0,0,0,52.656,24.854,10.993,0
0.12504,-0.14468,0,0.022762,0.0017814,0,0.0017814,-0.0067409,0,0,0,0,227.91,13.703,0,13.703,0.96482,0,0,0,52.818,24.945,10.998,0
0.12707,-0.14488,0,0.022769,0.0016468,0,0.0016468,-0.0067586,0,0,0,0,227.93,12.668,0,12.668,0.79248,0,0,0,52.782,25.036,11.004,0
0.12912,-0.14504,0,0.022801,0.0017379,0,0.0017379,-0.006742,0,0,0,0,228.34,13.368,0,13.368,1.0811,0,0,0,52.943,25.128,11.009,0
0.13119,-0.14515,0,0.022799,0.0016096,0,0.0016096,-0.0067599,0,0,0,0,228.25,12.382,0,12.382,0.87758,0,0,0,52.876,25.22,11.014,0
0.13327,-0.14523,0,0.022848,0.0015091,0,0.0015091,-0.0067873,0,0,0,0,228.7,11.609,0,11.609,0.73822,0,0,0,52.948,25.313,11.019,0
0.13537,-0.14527,0,0.022883,0.0015875,0,0.0015875,-0.0068019,0,0,0,0,229.04,12.212,0,12.212,0.69342,0,0,0,53.016,25.407,11.024,0
0.13748,-0.14528,0,0.02292,0.0014812,0,0.0014812,-0.0068196,0,0,0,0,229.38,11.394,0,11.394,0.61832,0,0,0,53.077,25.501,11.029,0
0.13961,-0.14525,0,0.022934,0.0015351,0,0.0015351,-0.0068234,0,0,0,0,229.53,11.808,0,11.808,0.62395,0,0,0,53.112,25.596,11.034,0
0.14175,-0.14519,0,0.022963,0.0014398,0,0.0014398,-0.0068381,0,0,0,0,229.79,11.075,0,11.075,0.55672,0,0,0,53.158,25.692,11.039,0
0.14391,-0.1451,0,0.022982,0.0014812,0,0.0014812,-0.0068425,0,0,0,0,229.99,11.394,0,11.394,0.57169,0,0,0,53.207,25.788,11.044,0
0.14609,-0.14498,0,0.023005,0.0013935,0,0.0013935,-0.0068554,0,0,0,0,230.2,10.719,0,10.719,0.5052,0,0,0,53.239,25.885,11.048,0
0.14829,-0.14484,0,0.023026,0.0014242,0,0.0014242,-0.0068603,0,0,0,0,230.42,10.956,0,10.956,0.52221,0,0,0,53.294,25.982,11.053,0
0.1505,-0.14467,0,0.023045,0.0013432,0,0.0013432,-0.0068717,0,0,0,0,230.59,10.332,0,10.332,0.45939,0,0,0,53.318,26.08,11.057,0
0.15272,-0.14448,0,0.023067,0.0013647,0,0.0013647,-0.006877,0,0,0,0,230.81,10.497,0,10.497,0.47454,0,0,0,53.374,26.179,11.062,0
0.15497,-0.14427,0,0.023083,0.0012897,0,0.0012897,-0.006887,0,0,0,0,230.96,9.9207,0,9.9207,0.41698,0,0,0,53.394,26.278,11.066,0
0.15723,-0.14404,0,0.023105,0.0013031,0,0.0013031,-0.0068926,0,0,0,0,231.18,10.024,0,10.024,0.42845,0,0,0,53.448,26.378,11.07,0
0.1595,-0.14379,0,0.023119,0.0012338,0,0.0012338,-0.0069014,0,0,0,0,231.3,9.4904,0,9.4904,0.37706,0,0,0,53.465,26.478,11.074,0
0.1618,-0.14353,0,0.02314,0.0012401,0,0.0012401,-0.006907,0,0,0,0,231.52,9.5389,0,9.5389,0.38445,0,0,0,53.515,26.579,11.078,0
0.16411,-0.14324,0,0.023152,0.0011763,0,0.0011763,-0.0069147,0,0,0,0,231.62,9.0485,0,9.0485,0.34027,0,0,0,53.53,26.681,11.082,0
0.16644,-0.14295,0,0.023168,0.0011787,0,0.0011787,-0.0069197,0,0,0,0,231.78,9.0668,0,9.0668,0.33795,0,0,0,53.567,26.783,11.085,0
0.16878,-0.14265,0,0.023186,0.00112,0,0.00112,-0.0069317,0,0,0,0,231.94,8.6152,0,8.6152,0.26387,0,0,0,53.585,26.886,11.089,0
0.17114,-0.14233,0,0.023196,0.001112,0,0.001112,-0.0069303,0,0,0,0,232.06,8.5536,0,8.5536,0.31408,0,0,0,53.624,26.99,11.093,0
0.17352,-0.142,0,0.023212,0.0010574,0,0.0010574,-0.0069416,0,0,0,0,232.2,8.134,0,8.134,0.24263,0,0,0,53.64,27.094,11.096,0
0.17592,-0.14167,0,0.023227,0.0010448,0,0.0010448,-0.0069424,0,0,0,0,232.36,8.0372,0,8.0372,0.28314,0,0,0,53.687,27.199,11.099,0
0.17833,-0.14134,0,0.023238,0.00099608,0,0.00099608,-0.0069509,0,0,0,0,232.45,7.6622,0,7.6622,0.22693,0,0,0,53.695,27.305,11.103,0
0.18076,-0.14099,0,0.023259,0.00097262,0,0.00097262,-0.0069583,0,0,0,0,232.65,7.4817,0,7.4817,0.21307,0,0,0,53.739,27.411,11.106,0
0.18321,-0.14065,0,0.02327,0.00094332,0,0.00094332,-0.0069618,0,0,0,0,232.76,7.2563,0,7.2563,0.21072,0,0,0,53.763,27.518,11.109,0
0.18567,-0.1403,0,0.023277,0.00089904,0,0.00089904,-0.0069638,0,0,0,0,232.84,6.9157,0,6.9157,0.21366,0,0,0,53.781,27.626,11.112,0
0.18816,-0.13996,0,0.023293,0.00087562,0,0.00087562,-0.00697,0,0,0,0,232.98,6.7355,0,6.7355,0.1951,0,0,0,53.811,27.734,11.115,0
0.19065,-0.13961,0,0.0233,0.00083398,0,0.00083398,-0.0069736,0,0,0,0,233.06,6.4152,0,6.4152,0.18133,0,0,0,53.824,27.843,11.118,0
0.19317,-0.13927,0,0.023315,0.00080742,0,0.00080742,-0.0069785,0,0,0,0,233.2,6.2109,0,6.2109,0.17561,0,0,0,53.856,27.952,11.12,0
0.1957,-0.13893,0,0.02332,0.00076981,0,0.00076981,-0.0069817,0,0,0,0,233.24,5.9216,0,5.9216,0.15588,0,0,0,53.861,28.062,11.123,0
0.19826,-0.13859,0,0.023335,0.00073918,0,0.00073918,-0.0069868,0,0,0,0,233.4,5.686,0,5.686,0.15152,0,0,0,53.896,28.173,11.125,0
0.20082,-0.13826,0,0.023336,0.00070552,0,0.00070552,-0.0069887,0,0,0,0,233.39,5.4271,0,5.4271,0.13115,0,0,0,53.891,28.284,11.128,0
0.20341,-0.13794,0,0.023352,0.00066878,0,0.00066878,-0.006996,0,0,0,0,233.56,5.1445,0,5.1445,0.10694,0,0,0,53.922,28.396,11.13,0
0.20601,-0.13763,0,0.023354,0.00062339,0,0.00062339,-0.0069945,0,0,0,0,233.58,4.7953,0,4.7953,0.12827,0,0,0,53.932,28.509,11.132,0
0.20863,-0.13732,0,0.023368,0.0005938,0,0.0005938,-0.0069997,0,0,0,0,233.72,4.5677,0,4.5677,0.11812,0,0,0,53.962,28.623,11.134,0
0.21127,-0.13703,0,0.023372,0.00055378,0,0.00055378,-0.0070019,0,0,0,0,233.76,4.2598,0,4.2598,0.1078,0,0,0,53.969,28.737,11.136,0
0.21393,-0.13675,0,0.023378,0.00052675,0,0.00052675,-0.0070036,0,0,0,0,233.81,4.0519,0,4.0519,0.10661,0,0,0,53.98,28.852,11.138,0
0.2166,-0.13648,0,0.023389,0.0004783,0,0.0004783,-0.0070057,0,0,0,0,233.92,3.6792,0,3.6792,0.11968,0,0,0,54.01,28.967,11.139,0
0.21929,-0.13622,0,0.023438,0.0004195,0,0.0004195,-0.0070319,0,0,0,0,234.38,3.2269,0,3.2269,-0.0044462,0,0,0,54.087,29.083,11.141,0
0.22199,-0.13598,0,0.023391,0.00046145,0,0.00046145,-0.0070474,0,0,0,0,233.81,3.5496,0,3.5496,-0.33025,0,0,0,53.88,29.2,11.142,0
0.22471,-0.13575,0,0.023368,0.00037368,0,0.00037368,-0.0070171,0,0,0,0,233.66,2.8744,0,2.8744,-0.072978,0,0,0,53.905,29.318,11.144,0
0.22745,-0.13554,0,0.0234,0.00033729,0,0.00033729,-0.0070144,0,0,0,0,234.01,2.5946,0,2.5946,0.060342,0,0,0,54.017,29.436,11.145,0
0.23021,-0.13534,0,0.023411,0.0002979,0,0.0002979,-0.0070153,0,0,0,0,234.14,2.2915,0,2.2915,0.08862,0,0,0,54.052,29.555,11.146,0
0.23299,-0.13516,0,0.023407,0.0002768,0,0.0002768,-0.0070152,0,0,0,0,234.1,2.1292,0,2.1292,0.077558,0,0,0,54.04,29.674,11.147,0
0.23578,-0.13501,0,0.023417,0.00022611,0,0.00022611,-0.0070167,0,0,0,0,234.19,1.7393,0,1.7393,0.090717,0,0,0,54.065,29.795,11.148,0
0.23859,-0.13487,0,0.023413,0.00017313,0,0.00017313,-0.0070178,0,0,0,0,234.15,1.3318,0,1.3318,0.06675,0,0,0,54.05,29.916,11.148,0
0.24142,-0.13475,0,0.023423,0.0001552,0,0.0001552,-0.0070188,0,0,0,0,234.26,1.1938,0,1.1938,0.089708,0,0,0,54.08,30.037,11.149,0
0.24426,-0.13465,0,0.023424,0.00010789,0,0.00010789,-0.007019,0,0,0,0,234.27,0.82993,0,0.82993,0.091528,0,0,0,54.084,30.16,11.149,0
0.24712,-0.13458,0,0.023417,9.0798e-05,0,9.0798e-05,-0.0070181,0,0,0,0,234.2,0.69844,0,0.69844,0.077942,0,0,0,54.063,30.283,11.15,0
0.25,-0.13453,0,0.023422,3.5601e-05,0,3.5601e-05,-0.0070187,0,0,0,0,234.25,0.27385,0,0.27385,0.088846,0,0,0,54.079,30.407,11.15,0
0.2529,-0.1345,0,0.023421,-1.7366e-05,0,-1.7366e-05,-0.0070181,0,0,0,0,234.24,-0.13359,0,-0.13359,0.089674,0,0,0,54.075,30.531,11.15,0
0.25581,-0.13449,0,0.023422,-3.4646e-05,0,-3.4646e-05,-0.0070174,0,0,0,0,234.26,-0.26651,0,-0.26651,0.10252,0,0,0,54.083,30.656,11.15,0
0.25874,-0.13451,0,0.023421,-8.6409e-05,0,-8.6409e-05,-0.0070173,0,0,0,0,234.24,-0.66468,0,-0.66468,0.098609,0,0,0,54.078,30.782,11.15,0
0.26168,-0.13455,0,0.023415,-0.000143,0,-0.000143,-0.0070165,0,0,0,0,234.17,-1.1,0,-1.1,0.08611,0,0,0,54.059,30.909,11.149,0
0.26464,-0.13461,0,0.023422,-0.00015948,0,-0.00015948,-0.0070159,0,0,0,0,234.26,-1.2267,0,-1.2267,0.11755,0,0,0,54.086,31.037,11.149,0
0.26762,-0.1347,0,0.02342,-0.0002068,0,-0.0002068,-0.0070147,0,0,0,0,234.23,-1.5908,0,-1.5908,0.12286,0,0,0,54.082,31.165,11.148,0
0.27062,-0.13481,0,0.023408,-0.00022366,0,-0.00022366,-0.0070138,0,0,0,0,234.11,-1.7204,0,-1.7204,0.095853,0,0,0,54.048,31.294,11.147,0
0.27363,-0.13495,0,0.023409,-0.0002808,0,-0.0002808,-0.0070117,0,0,0,0,234.12,-2.16,0,-2.16,0.11963,0,0,0,54.056,31.424,11.146,0
0.27665,-0.13511,0,0.023406,-0.00033075,0,-0.00033075,-0.0070084,0,0,0,0,234.11,-2.5442,0,-2.5442,0.1473,0,0,0,54.058,31.554,11.145,0
0.2797,-0.13529,0,0.023397,-0.00035124,0,-0.00035124,-0.0070071,0,0,0,0,234.01,-2.7018,0,-2.7018,0.1322,0,0,0,54.033,31.685,11.144,0
0.28276,-0.1355,0,0.023395,-0.00040587,0,-0.00040587,-0.0070062,0,0,0,0,233.99,-3.1221,0,-3.1221,0.13553,0,0,0,54.029,31.817,11.142,0
0.28583,-0.13572,0,0.023389,-0.0004545,0,-0.0004545,-0.0070012,0,0,0,0,233.94,-3.4962,0,-3.4962,0.16957,0,0,0,54.025,31.95,11.14,0
0.28893,-0.13597,0,0.02338,-0.00047907,0,-0.00047907,-0.0069995,0,0,0,0,233.85,-3.6852,0,-3.6852,0.15972,0,0,0,54.002,32.084,11.139,0
0.29203,-0.13625,0,0.023376,-0.00053167,0,-0.00053167,-0.006999,0,0,0,0,233.8,-4.0898,0,-4.0898,0.15033,0,0,0,53.989,32.218,11.137,0
0.29516,-0.13654,0,0.023366,-0.00057797,0,-0.00057797,-0.0069923,0,0,0,0,233.72,-4.446,0,-4.446,0.19249,0,0,0,53.979,32.353,11.134,0
0.2983,-0.13685,0,0.023356,-0.00060807,0,-0.00060807,-0.0069903,0,0,0,0,233.62,-4.6774,0,-4.6774,0.18222,0,0,0,53.954,32.489,11.132,0
0.30146,-0.13718,0,0.02335,-0.0006589,0,-0.0006589,-0.0069898,0,0,0,0,233.55,-5.0684,0,-5.0684,0.16668,0,0,0,53.935,32.626,11.129,0
0.30463,-0.13752,0,0.023338,-0.00070746,0,-0.00070746,-0.0069864,0,0,0,0,233.43,-5.442,0,-5.442,0.16539,0,0,0,53.907,32.763,11.127,0
0.30781,-0.13788,0,0.023319,-0.00075265,0,-0.00075265,-0.006978,0,0,0,0,233.25,-5.7896,0,-5.7896,0.19633,0,0,0,53.873,32.901,11.124,0
0.31102,-0.13825,0,0.023316,-0.00079318,0,-0.00079318,-0.0069744,0,0,0,0,233.23,-6.1014,0,-6.1014,0.22504,0,0,0,53.874,33.041,11.12,0
0.31423,-0.13863,0,0.023308,-0.00083601,0,-0.00083601,-0.0069752,0,0,0,0,233.14,-6.4309,0,-6.4309,0.18975,0,0,0,53.845,33.181,11.117,0
0.31747,-0.13902,0,0.023254,-0.00086017,0,-0.00086017,-0.0069847,0,0,0,0,232.52,-6.6167,0,-6.6167,-0.091379,0,0,0,53.637,33.321,11.113,0
0.32072,-0.13942,0,0.023196,-0.00094469,0,-0.00094469,-0.0069568,0,0,0,0,231.97,-7.2669,0,-7.2669,0.023246,0,0,0,53.537,33.463,11.11,0
0.32398,-0.13982,0,0.023263,-0.00096536,0,-0.00096536,-0.0069614,0,0,0,0,232.69,-7.4259,0,-7.4259,0.19402,0,0,0,53.743,33.606,11.105,0
0.32726,-0.14021,0,0.023251,-0.0010114,0,-0.0010114,-0.0069564,0,0,0,0,232.57,-7.78,0,-7.78,0.20665,0,0,0,53.718,33.749,11.101,0
0.33055,-0.1406,0,0.023116,-0.0010392,0,-0.0010392,-0.0069313,0,0,0,0,231.17,-7.9936,0,-7.9936,0.03687,0,0,0,53.355,33.893,11.097,0
0.33387,-0.14098,0,0.023034,-0.0011223,0,-0.0011223,-0.0068914,0,0,0,0,230.4,-8.6333,0,-8.6333,0.20512,0,0,0,53.216,34.038,11.092,0
0.33719,-0.14135,0,0.023205,-0.0011464,0,-0.0011464,-0.0069415,0,0,0,0,232.12,-8.8186,0,-8.8186,0.22067,0,0,0,53.617,34.184,11.087,0
0.34052,-0.1417,0,0.022975,-0.0011607,0,-0.0011607,-0.0068703,0,0,0,0,229.82,-8.9286,0,-8.9286,0.24397,0,0,0,53.092,34.331,11.081,0
0.34389,-0.14202,0,0.022878,-0.0012399,0,-0.0012399,-0.0068244,0,0,0,0,228.91,-9.5374,0,-9.5374,0.4278,0,0,0,52.923,34.479,11.076,0
0.34726,-0.14232,0,0.023133,-0.0012832,0,-0.0012832,-0.0069267,0,0,0,0,231.37,-9.8707,0,-9.8707,0.14548,0,0,0,53.427,34.627,11.07,0
0.35063,-0.14256,0,0.023107,-0.0013374,0,-0.0013374,-0.0069227,0,0,0,0,231.1,-10.288,0,-10.288,0.10464,0,0,0,53.356,34.777,11.063,0
0.35402,-0.14276,0,0.022732,-0.0013348,0,-0.0013348,-0.0067678,0,0,0,0,227.49,-10.268,0,-10.268,0.56784,0,0,0,52.628,34.927,11.057,0
0.35746,-0.14291,0,0.023287,-0.0014379,0,-0.0014379,-0.0069353,0,0,0,0,233.04,-11.061,0,-11.061,0.55834,0,0,0,53.906,35.079,11.05,0
0.36091,-0.14301,0,0.022503,-0.0014652,0,-0.0014652,-0.0066754,0,0,0,0,225.28,-11.271,0,-11.271,0.83001,0,0,0,52.18,35.231,11.043,0
0.36434,-0.14304,0,0.023016,-0.0015108,0,-0.0015108,-0.0068986,0,0,0,0,230.19,-11.621,0,-11.621,0.069624,0,0,0,53.136,35.385,11.035,0
0.36778,-0.14297,0,0.022402,-0.0014892,0,-0.0014892,-0.0066376,0,0,0,0,224.29,-11.456,0,-11.456,0.91133,0,0,0,51.97,35.539,11.027,0
0.37129,-0.14281,0,0.023288,-0.0016507,0,-0.0016507,-0.0069066,0,0,0,0,233.15,-12.698,0,-12.698,0.87787,0,0,0,54.005,35.694,11.019,0
0.37481,-0.14256,0,0.022107,-0.0016049,0,-0.0016049,-0.0064857,0,0,0,0,221.56,-12.346,0,-12.346,1.6095,0,0,0,51.5,35.85,11.01,0
0.3783,-0.14219,0,0.022845,-0.0016831,0,-0.0016831,-0.0068912,0,0,0,0,228.33,-12.947,0,-12.947,-0.41384,0,0,0,52.595,36.008,11.001,0
0.38181,-0.14165,0,0.022806,-0.0017534,0,-0.0017534,-0.0068883,0,0,0,0,227.91,-13.487,0,-13.487,-0.51122,0,0,0,52.476,36.166,10.992,0
0.38532,-0.14091,0,0.021817,-0.0016886,0,-0.0016886,-0.0063701,0,0,0,0,218.75,-12.989,0,-12.989,1.9231,0,0,0,50.924,36.325,10.982,0
0.38893,-0.14001,0,0.023335,-0.0019034,0,-0.0019034,-0.0068758,0,0,0,0,233.76,-14.642,0,-14.642,1.3689,0,0,0,54.26,36.486,10.971,0
0.39256,-0.13891,0,0.021337,-0.0017733,0,-0.0017733,-0.0061401,0,0,0,0,214.23,-13.641,0,-13.641,2.8696,0,0,0,50.101,36.647,10.96,0
0.39612,-0.13759,0,0.022601,-0.0019248,0,-0.0019248,-0.0068936,0,0,0,0,225.64,-14.807,0,-14.807,-1.2433,0,0,0,51.784,36.81,10.949,0
0.3997,-0.13594,0,0.022556,-0.0020218,0,-0.0020218,-0.0068941,0,0,0,0,225.14,-15.552,0,-15.552,-1.3995,0,0,0,51.632,36.973,10.936,0
0.40328,-0.1339,0,0.020856,-0.0018208,0,-0.0018208,-0.0059466,0,0,0,0,209.58,-14.006,0,-14.006,3.4084,0,0,0,49.151,37.138,10.924,0
0.40703,-0.13157,0,0.021355,-0.0019761,0,-0.0019761,-0.0065515,0,0,0,0,213.08,-15.201,0,-15.201,-1.5924,0,0,0,48.804,37.304,10.91,0
0.4108,-0.12893,0,0.023566,-0.0021874,0,-0.0021874,-0.0069327,0,0,0,0,236.11,-16.826,0,-16.826,1.507,0,0,0,54.835,37.471,10.896,0
0.41461,-0.12597,0,0.021177,-0.0021572,0,-0.0021572,-0.0065042,0,0,0,0,211.27,-16.594,0,-16.594,-1.6616,0,0,0,48.371,37.639,10.882,0
0.41846,-0.12262,0,0.019538,-0.0019569,0,-0.0019569,-0.0053336,0,0,0,0,197.12,-15.053,0,-15.053,5.7984,0,0,0,46.826,37.809,10.866,0
0.42213,-0.11877,0,0.022113,-0.0021053,0,-0.0021053,-0.0069632,0,0,0,0,220.05,-16.194,0,-16.194,-3.6184,0,0,0,49.945,37.98,10.85,0
0.42588,-0.11418,0,0.021989,-0.0022461,0,-0.0022461,-0.006982,0,0,0,0,218.62,-17.277,0,-17.277,-4.2326,0,0,0,49.475,38.151,10.832,0
0.42964,-0.10874,0,0.018769,-0.0019172,0,-0.0019172,-0.0049946,0,0,0,0,189.78,-14.748,0,-14.748,6.9895,0,0,0,45.409,38.325,10.814,0
0.43374,-0.10267,0,0.019859,-0.0021124,0,-0.0021124,-0.0062029,0,0,0,0,197.78,-16.249,0,-16.249,-2.6955,0,0,0,45.019,38.499,10.795,0
0.43791,-0.09597,0,0.023722,-0.0026385,0,-0.0026385,-0.0068437,0,0,0,0,238.12,-20.296,0,-20.296,2.9988,0,0,0,55.643,38.675,10.774,0
0.44218,-0.088647,0,0.019604,-0.0023157,0,-0.0023157,-0.0061167,0,0,0,0,195.27,-17.813,0,-17.813,-2.5863,0,0,0,44.465,38.852,10.752,0
0.44657,-0.080688,0,0.019473,-0.00251,0,-0.00251,-0.0060467,0,0,0,0,194.06,-19.308,0,-19.308,-2.2496,0,0,0,44.263,39.031,10.729,0
0.4511,-0.072035,0,0.017778,-0.0020718,0,-0.0020718,-0.0045752,0,0,0,0,180.28,-15.937,0,-15.937,8.3334,0,0,0,43.527,39.21,10.704,0
0.45552,-0.062609,0,0.020962,-0.0025458,0,-0.0025458,-0.0066526,0,0,0,0,208.42,-19.583,0,-19.583,-4.0014,0,0,0,47.173,39.392,10.677,0
0.46029,-0.052231,0,0.020731,-0.0025968,0,-0.0025968,-0.0064163,0,0,0,0,206.66,-19.975,0,-19.975,-2.1658,0,0,0,47.19,39.575,10.648,0
0.46544,-0.041203,0,0.020514,-0.0026052,0,-0.0026052,-0.0061017,0,0,0,0,205.32,-20.04,0,-20.04,0.57802,0,0,0,47.514,39.759,10.617,0
0.47107,-0.029897,0,0.020241,-0.0027003,0,-0.0027003,-0.0056162,0,0,0,0,203.92,-20.771,0,-20.771,5.0133,0,0,0,48.215,39.944,10.582,0
0.47729,-0.018942,0,0.019914,-0.0029272,0,-0.0029272,-0.0049426,0,0,0,0,202.54,-22.517,0,-22.517,11.335,0,0,0,49.356,40.132,10.545,0
0.4842,-0.0093045,0,0.019501,-0.0033733,0,-0.0033733,-0.0040501,0,0,0,0,200.95,-25.949,0,-25.949,19.784,0,0,0,50.938,40.32,10.503,0
0.49176,-0.0024516,0,0.019694,-0.0048031,0,-0.0048031,-0.003246,0,0,0,0,205.72,-36.947,0,-36.947,29.256,0,0,0,54.225,40.51,10.455,0
0.0051391,-0.0031245,0,0.018589,0.0028904,0,0.0028904,-0.0058982,0,0,0,0,184.83,22.234,0,22.234,-3.5331,0,0,0,41.838,20.69,10.258,0
0.010736,-0.015504,0,0.019485,0.0033757,0,0.0033757,-0.0062629,0,0,0,0,193.47,25.967,0,25.967,-4.5873,0,0,0,43.589,20.883,10.308,0
0.017061,-0.029052,0,0.020008,0.0028254,0,0.0028254,-0.0059355,0,0,0,0,200.3,21.734,0,21.734,0.73542,0,0,0,46.393,21.077,10.353,0
0.023662,-0.042614,0,0.021361,0.0029214,0,0.0029214,-0.00628,0,0,0,0,214.03,22.473,0,22.473,1.4091,0,0,0,49.716,21.272,10.393,0
0.030227,-0.055605,0,0.024034,0.0022171,0,0.0022171,-0.0071847,0,0,0,0,240.42,17.055,0,17.055,0.27924,0,0,0,55.546,21.468,10.429,0
0.036688,-0.067713,0,0.024652,0.0022304,0,0.0022304,-0.0074613,0,0,0,0,246.3,17.157,0,17.157,-0.72223,0,0,0,56.672,21.664,10.463,0
0.043004,-0.078744,0,0.024875,0.0021757,0,0.0021757,-0.0075208,0,0,0,0,248.55,16.736,0,16.736,-0.64235,0,0,0,57.21,21.86,10.494,0
0.04913,-0.088619,0,0.024875,0.0021757,0,0.0021757,-0.0075208,0,0,0,0,248.55,16.736,0,16.736,-0.64235,0,0,0,57.21,22.057,10.522,0
0.055022,-0.097349,0,0.024685,0.0022134,0,0.0022134,-0.0075176,0,0,0,0,246.48,17.026,0,17.026,-1.2328,0,0,0,56.595,22.255,10.549,0
0.060766,-0.10512,0,0.021658,0.0017389,0,0.0017389,-0.0064156,0,0,0,0,216.85,13.376,0,13.376,0.90045,0,0,0,50.251,22.452,10.574,0
0.066349,-0.11184,0,0.021815,0.002911,0,0.002911,-0.0063278,0,0,0,0,218.86,22.392,0,22.392,2.38,0,0,0,51.056,22.65,10.598,0
0.071776,-0.11766,0,0.021668,0.002536,0,0.002536,-0.0062882,0,0,0,0,217.38,19.507,0,19.507,2.3311,0,0,0,50.702,22.847,10.62,0
0.077076,-0.12268,0,0.02158,0.0021362,0,0.0021362,-0.0062264,0,0,0,0,216.62,16.432,0,16.432,2.7226,0,0,0,50.618,23.045,10.641,0
0.082264,-0.12695,0,0.021942,0.0023325,0,0.0023325,-0.0063885,0,0,0,0,220.06,17.942,0,17.942,2.1333,0,0,0,51.276,23.243,10.661,0
0.08735,-0.13059,0,0.022336,0.001774,0,0.001774,-0.0066442,0,0,0,0,223.54,13.646,0,13.646,0.62061,0,0,0,51.73,23.442,10.68,0
0.092357,-0.13363,0,0.02221,0.0022254,0,0.0022254,-0.0064913,0,0,0,0,222.67,17.119,0,17.119,1.8861,0,0,0,51.82,23.64,10.698,0
0.09729,-0.13617,0,0.022184,0.0019902,0,0.0019902,-0.0064573,0,0,0,0,222.49,15.31,0,15.31,2.1734,0,0,0,51.845,23.838,10.714,0
0.10216,-0.13824,0,0.022441,0.0018531,0,0.0018531,-0.0066279,0,0,0,0,224.75,14.255,0,14.255,1.147,0,0,0,52.131,24.037,10.73,0
0.10699,-0.13992,0,0.022494,0.0019966,0,0.0019966,-0.0066133,0,0,0,0,225.38,15.358,0,15.358,1.4805,0,0,0,52.352,24.235,10.746,0
0.11176,-0.14125,0,0.022496,0.0018399,0,0.0018399,-0.0065983,0,0,0,0,225.45,14.153,0,14.153,1.6528,0,0,0,52.409,24.433,10.76,0
