"Displacement Vector:0","Displacement Vector:1","Displacement Vector:2","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8",":0",":1",":2"
-2.1766e-05,-0.0085251,0,-0.00076411,-1.7441e-07,0,-1.7441e-07,0.0022436,0,0,0,0,-0.50021,-0.00067081,0,-0.00067081,11.068,0,0,0,2.4387,20.3,2.25,0
-2.151e-05,-0.0084131,0,-0.00076409,-1.8668e-07,0,-1.8668e-07,0.0022435,0,0,0,0,-0.5002,-0.000718,0,-0.000718,11.067,0,0,0,2.4386,20.3,2.3,0
-2.1273e-05,-0.008301,0,-0.00076411,-1.9356e-07,0,-1.9356e-07,0.0022435,0,0,0,0,-0.5004,-0.00074446,0,-0.00074446,11.067,0,0,0,2.4385,20.3,2.35,0
-2.105e-05,-0.008189,0,-0.00076411,-1.9356e-07,0,-1.9356e-07,0.0022435,0,0,0,0,-0.5004,-0.00074446,0,-0.00074446,11.067,0,0,0,2.4385,20.3,2.4,0
-2.0841e-05,-0.0080769,0,-0.0007641,-1.8949e-07,0,-1.8949e-07,0.0022435,0,0,0,0,-0.50027,-0.00072879,0,-0.00072879,11.067,0,0,0,2.4386,20.3,2.45,0
-2.0649e-05,-0.0079649,0,-0.0007641,-1.8949e-07,0,-1.8949e-07,0.0022435,0,0,0,0,-0.50027,-0.00072879,0,-0.00072879,11.067,0,0,0,2.4386,20.3,2.5,0
-2.0475e-05,-0.0078528,0,-0.00076412,-2.0666e-07,0,-2.0666e-07,0.0022436,0,0,0,0,-0.50029,-0.00079484,0,-0.00079484,11.068,0,0,0,2.4386,20.3,2.55,0
-2.0314e-05,-0.0077408,0,-0.00076412,-1.6688e-07,0,-1.6688e-07,0.0022435,0,0,0,0,-0.5003,-0.00064186,0,-0.00064186,11.068,0,0,0,2.4386,20.3,2.6,0
-2.0164e-05,-0.0076287,0,-0.00076412,-1.6688e-07,0,-1.6688e-07,0.0022435,0,0,0,0,-0.5003,-0.00064186,0,-0.00064186,11.068,0,0,0,2.4386,20.3,2.65,0
-2.0032e-05,-0.0075167,0,-0.00076412,-1.997e-07,0,-1.997e-07,0.0022435,0,0,0,0,-0.5003,-0.00076809,0,-0.00076809,11.068,0,0,0,2.4386,20.3,2.7,0
-1.9915e-05,-0.0074046,0,-0.00076412,-1.997e-07,0,-1.997e-07,0.0022435,0,0,0,0,-0.5003,-0.00076809,0,-0.00076809,11.068,0,0,0,2.4386,20.3,2.75,0
-1.981e-05,-0.0072926,0,-0.00076411,-1.8216e-07,0,-1.8216e-07,0.0022434,0,0,0,0,-0.50044,-0.00070062,0,-0.00070062,11.067,0,0,0,2.4384,20.3,2.8,0
-1.9716e-05,-0.0071805,0,-0.00076409,-1.7727e-07,0,-1.7727e-07,0.0022434,0,0,0,0,-0.50031,-0.0006818,0,-0.0006818,11.067,0,0,0,2.4385,20.3,2.85,0
-1.9638e-05,-0.0070685,0,-0.00076409,-1.7727e-07,0,-1.7727e-07,0.0022434,0,0,0,0,-0.50031,-0.0006818,0,-0.0006818,11.067,0,0,0,2.4385,20.3,2.9,0
-1.9574e-05,-0.0069565,0,-0.0007641,-1.8062e-07,0,-1.8062e-07,0.0022434,0,0,0,0,-0.50043,-0.00069471,0,-0.00069471,11.067,0,0,0,2.4384,20.3,2.95,0
-1.9521e-05,-0.0068444,0,-0.0007641,-1.8062e-07,0,-1.8062e-07,0.0022434,0,0,0,0,-0.50043,-0.00069471,0,-0.00069471,11.067,0,0,0,2.4384,20.3,3,0
-1.9479e-05,-0.0067324,0,-0.00076409,-1.7622e-07,0,-1.7622e-07,0.0022434,0,0,0,0,-0.50032,-0.00067778,0,-0.00067778,11.067,0,0,0,2.4385,20.3,3.05,0
-1.945e-05,-0.0066203,0,-0.00076409,-1.7622e-07,0,-1.7622e-07,0.0022434,0,0,0,0,-0.50032,-0.00067778,0,-0.00067778,11.067,0,0,0,2.4385,20.3,3.1,0
-1.9435e-05,-0.0065083,0,-0.0007641,-1.6097e-07,0,-1.6097e-07,0.0022434,0,0,0,0,-0.50037,-0.00061913,0,-0.00061913,11.067,0,0,0,2.4385,20.3,3.15,0
-1.9428e-05,-0.0063962,0,-0.0007641,-1.6097e-07,0,-1.6097e-07,0.0022434,0,0,0,0,-0.50037,-0.00061913,0,-0.00061913,11.067,0,0,0,2.4385,20.3,3.2,0
-1.9434e-05,-0.0062842,0,-0.00076409,-1.7321e-07,0,-1.7321e-07,0.0022434,0,0,0,0,-0.50035,-0.00066619,0,-0.00066619,11.067,0,0,0,2.4384,20.3,3.25,0
-1.945e-05,-0.0061721,0,-0.00076409,-1.7321e-07,0,-1.7321e-07,0.0022434,0,0,0,0,-0.50035,-0.00066619,0,-0.00066619,11.067,0,0,0,2.4384,20.3,3.3,0
-1.9477e-05,-0.0060601,0,-0.0007641,-1.887e-07,0,-1.887e-07,0.0022435,0,0,0,0,-0.50036,-0.00072578,0,-0.00072578,11.067,0,0,0,2.4385,20.3,3.35,0
-1.9517e-05,-0.005948,0,-0.0007641,-1.887e-07,0,-1.887e-07,0.0022435,0,0,0,0,-0.50036,-0.00072578,0,-0.00072578,11.067,0,0,0,2.4385,20.3,3.4,0
-1.9565e-05,-0.005836,0,-0.0007641,-1.7035e-07,0,-1.7035e-07,0.0022434,0,0,0,0,-0.50049,-0.00065518,0,-0.00065518,11.067,0,0,0,2.4384,20.3,3.45,0
-1.962e-05,-0.0057239,0,-0.00076408,-1.4495e-07,0,-1.4495e-07,0.0022434,0,0,0,0,-0.50033,-0.00055751,0,-0.00055751,11.067,0,0,0,2.4384,20.3,3.5,0
-1.9685e-05,-0.0056119,0,-0.00076408,-1.4495e-07,0,-1.4495e-07,0.0022434,0,0,0,0,-0.50033,-0.00055751,0,-0.00055751,11.067,0,0,0,2.4384,20.3,3.55,0
-1.9763e-05,-0.0054999,0,-0.00076408,-1.6546e-07,0,-1.6546e-07,0.0022433,0,0,0,0,-0.50043,-0.0006364,0,-0.0006364,11.067,0,0,0,2.4383,20.3,3.6,0
-1.9848e-05,-0.0053878,0,-0.00076408,-1.6546e-07,0,-1.6546e-07,0.0022433,0,0,0,0,-0.50043,-0.0006364,0,-0.0006364,11.067,0,0,0,2.4383,20.3,3.65,0
-1.9941e-05,-0.0052758,0,-0.00076407,-1.523e-07,0,-1.523e-07,0.0022434,0,0,0,0,-0.50031,-0.00058577,0,-0.00058577,11.067,0,0,0,2.4384,20.3,3.7,0
-2.0042e-05,-0.0051637,0,-0.00076407,-1.523e-07,0,-1.523e-07,0.0022434,0,0,0,0,-0.50031,-0.00058577,0,-0.00058577,11.067,0,0,0,2.4384,20.3,3.75,0
-2.0155e-05,-0.0050517,0,-0.00076407,-1.7477e-07,0,-1.7477e-07,0.0022434,0,0,0,0,-0.50032,-0.00067221,0,-0.00067221,11.067,0,0,0,2.4384,20.3,3.8,0
-2.0274e-05,-0.0049396,0,-0.00076408,-1.5405e-07,0,-1.5405e-07,0.0022434,0,0,0,0,-0.50036,-0.00059248,0,-0.00059248,11.067,0,0,0,2.4384,20.3,3.85,0
-2.04e-05,-0.0048276,0,-0.00076408,-1.5405e-07,0,-1.5405e-07,0.0022434,0,0,0,0,-0.50036,-0.00059248,0,-0.00059248,11.067,0,0,0,2.4384,20.3,3.9,0
-2.0533e-05,-0.0047156,0,-0.00076407,-1.7053e-07,0,-1.7053e-07,0.0022434,0,0,0,0,-0.50033,-0.00065588,0,-0.00065588,11.067,0,0,0,2.4384,20.3,3.95,0
-2.0677e-05,-0.0046035,0,-0.00076407,-1.7053e-07,0,-1.7053e-07,0.0022434,0,0,0,0,-0.50033,-0.00065588,0,-0.00065588,11.067,0,0,0,2.4384,20.3,4,0
-2.0826e-05,-0.0044915,0,-0.00076408,-1.523e-07,0,-1.523e-07,0.0022434,0,0,0,0,-0.50036,-0.00058577,0,-0.00058577,11.067,0,0,0,2.4384,20.3,4.05,0
-2.0981e-05,-0.0043794,0,-0.00076408,-1.523e-07,0,-1.523e-07,0.0022434,0,0,0,0,-0.50036,-0.00058577,0,-0.00058577,11.067,0,0,0,2.4384,20.3,4.1,0
-2.1142e-05,-0.0042674,0,-0.00076407,-1.6679e-07,0,-1.6679e-07,0.0022433,0,0,0,0,-0.50034,-0.00064148,0,-0.00064148,11.067,0,0,0,2.4384,20.3,4.15,0
-2.1313e-05,-0.0041553,0,-0.00076407,-1.6679e-07,0,-1.6679e-07,0.0022433,0,0,0,0,-0.50034,-0.00064148,0,-0.00064148,11.067,0,0,0,2.4384,20.3,4.2,0
-2.1488e-05,-0.0040433,0,-0.00076407,-1.5077e-07,0,-1.5077e-07,0.0022433,0,0,0,0,-0.50037,-0.00057988,0,-0.00057988,11.067,0,0,0,2.4384,20.3,4.25,0
-2.1668e-05,-0.0039313,0,-0.00076407,-1.5077e-07,0,-1.5077e-07,0.0022433,0,0,0,0,-0.50037,-0.00057988,0,-0.00057988,11.067,0,0,0,2.4384,20.3,4.3,0
-2.1855e-05,-0.0038192,0,-0.00076406,-1.634e-07,0,-1.634e-07,0.0022433,0,0,0,0,-0.50035,-0.00062848,0,-0.00062848,11.067,0,0,0,2.4384,20.3,4.35,0
-2.2048e-05,-0.0037072,0,-0.00076406,-1.634e-07,0,-1.634e-07,0.0022433,0,0,0,0,-0.50035,-0.00062848,0,-0.00062848,11.067,0,0,0,2.4384,20.3,4.4,0
-2.2246e-05,-0.0035951,0,-0.00076406,-1.4954e-07,0,-1.4954e-07,0.0022433,0,0,0,0,-0.50037,-0.00057515,0,-0.00057515,11.067,0,0,0,2.4383,20.3,4.45,0
-2.2448e-05,-0.0034831,0,-0.00076406,-1.4954e-07,0,-1.4954e-07,0.0022433,0,0,0,0,-0.50037,-0.00057515,0,-0.00057515,11.067,0,0,0,2.4383,20.3,4.5,0
-2.2656e-05,-0.0033711,0,-0.00076406,-1.6035e-07,0,-1.6035e-07,0.0022433,0,0,0,0,-0.50035,-0.00061674,0,-0.00061674,11.066,0,0,0,2.4383,20.3,4.55,0
-2.2869e-05,-0.003259,0,-0.00076406,-1.6035e-07,0,-1.6035e-07,0.0022433,0,0,0,0,-0.50035,-0.00061674,0,-0.00061674,11.066,0,0,0,2.4383,20.3,4.6,0
-2.3086e-05,-0.003147,0,-0.00076406,-1.4858e-07,0,-1.4858e-07,0.0022433,0,0,0,0,-0.50037,-0.00057147,0,-0.00057147,11.066,0,0,0,2.4383,20.3,4.65,0
-2.3306e-05,-0.0030349,0,-0.00076406,-1.4858e-07,0,-1.4858e-07,0.0022433,0,0,0,0,-0.50037,-0.00057147,0,-0.00057147,11.066,0,0,0,2.4383,20.3,4.7,0
-2.3531e-05,-0.0029229,0,-0.00076405,-1.5761e-07,0,-1.5761e-07,0.0022433,0,0,0,0,-0.50036,-0.00060621,0,-0.00060621,11.066,0,0,0,2.4383,20.3,4.75,0
-2.3761e-05,-0.0028109,0,-0.00076405,-1.5761e-07,0,-1.5761e-07,0.0022433,0,0,0,0,-0.50036,-0.00060621,0,-0.00060621,11.066,0,0,0,2.4383,20.3,4.8,0
-2.3993e-05,-0.0026988,0,-0.00076405,-1.479e-07,0,-1.479e-07,0.0022433,0,0,0,0,-0.50037,-0.00056886,0,-0.00056886,11.066,0,0,0,2.4383,20.3,4.85,0
-2.4228e-05,-0.0025868,0,-0.00076405,-1.479e-07,0,-1.479e-07,0.0022433,0,0,0,0,-0.50037,-0.00056886,0,-0.00056886,11.066,0,0,0,2.4383,20.3,4.9,0
-2.4467e-05,-0.0024748,0,-0.00076405,-1.5518e-07,0,-1.5518e-07,0.0022433,0,0,0,0,-0.50036,-0.00059686,0,-0.00059686,11.066,0,0,0,2.4383,20.3,4.95,0
-2.4709e-05,-0.0023627,0,-0.00076405,-1.5518e-07,0,-1.5518e-07,0.0022433,0,0,0,0,-0.50036,-0.00059686,0,-0.00059686,11.066,0,0,0,2.4383,20.3,5,0
-2.4954e-05,-0.0022507,0,-0.00076405,-1.475e-07,0,-1.475e-07,0.0022433,0,0,0,0,-0.50038,-0.00056729,0,-0.00056729,11.066,0,0,0,2.4383,20.3,5.05,0
-2.52e-05,-0.0021386,0,-0.00076405,-1.475e-07,0,-1.475e-07,0.0022433,0,0,0,0,-0.50038,-0.00056729,0,-0.00056729,11.066,0,0,0,2.4383,20.3,5.1,0
-2.5449e-05,-0.0020266,0,-0.00076404,-1.5305e-07,0,-1.5305e-07,0.0022433,0,0,0,0,-0.50037,-0.00058867,0,-0.00058867,11.066,0,0,0,2.4383,20.3,5.15,0
-2.5701e-05,-0.0019146,0,-0.00076404,-1.5305e-07,0,-1.5305e-07,0.0022433,0,0,0,0,-0.50037,-0.00058867,0,-0.00058867,11.066,0,0,0,2.4383,20.3,5.2,0
-2.5954e-05,-0.0018025,0,-0.00076404,-1.4736e-07,0,-1.4736e-07,0.0022432,0,0,0,0,-0.50038,-0.00056678,0,-0.00056678,11.066,0,0,0,2.4382,20.3,5.25,0
-2.6209e-05,-0.0016905,0,-0.00076404,-1.4736e-07,0,-1.4736e-07,0.0022432,0,0,0,0,-0.50038,-0.00056678,0,-0.00056678,11.066,0,0,0,2.4382,20.3,5.3,0
-2.6465e-05,-0.0015785,0,-0.00076404,-1.5122e-07,0,-1.5122e-07,0.0022432,0,0,0,0,-0.50038,-0.0005816,0,-0.0005816,11.066,0,0,0,2.4382,20.3,5.35,0
-2.6723e-05,-0.0014664,0,-0.00076404,-1.5122e-07,0,-1.5122e-07,0.0022432,0,0,0,0,-0.50038,-0.0005816,0,-0.0005816,11.066,0,0,0,2.4382,20.3,5.4,0
-2.6981e-05,-0.0013544,0,-0.00076404,-1.475e-07,0,-1.475e-07,0.0022432,0,0,0,0,-0.50038,-0.00056732,0,-0.00056732,11.066,0,0,0,2.4382,20.3,5.45,0
-2.724e-05,-0.0012423,0,-0.00076404,-1.475e-07,0,-1.475e-07,0.0022432,0,0,0,0,-0.50038,-0.00056732,0,-0.00056732,11.066,0,0,0,2.4382,20.3,5.5,0
-2.75e-05,-0.0011303,0,-0.00076403,-1.4967e-07,0,-1.4967e-07,0.0022432,0,0,0,0,-0.50038,-0.00057564,0,-0.00057564,11.066,0,0,0,2.4382,20.3,5.55,0
-2.776e-05,-0.0010183,0,-0.00076403,-1.4967e-07,0,-1.4967e-07,0.0022432,0,0,0,0,-0.50038,-0.00057564,0,-0.00057564,11.066,0,0,0,2.4382,20.3,5.6,0
-2.8021e-05,-0.00090624,0,-0.00076403,-1.4792e-07,0,-1.4792e-07,0.0022432,0,0,0,0,-0.50038,-0.00056891,0,-0.00056891,11.066,0,0,0,2.4382,20.3,5.65,0
-2.8281e-05,-0.00079421,0,-0.00076403,-1.4792e-07,0,-1.4792e-07,0.0022432,0,0,0,0,-0.50038,-0.00056891,0,-0.00056891,11.066,0,0,0,2.4382,20.3,5.7,0
-2.8541e-05,-0.00068217,0,-0.00076403,-1.484e-07,0,-1.484e-07,0.0022432,0,0,0,0,-0.50039,-0.00057075,0,-0.00057075,11.066,0,0,0,2.4382,20.3,5.75,0
-2.8801e-05,-0.00057014,0,-0.00076403,-1.484e-07,0,-1.484e-07,0.0022432,0,0,0,0,-0.50039,-0.00057075,0,-0.00057075,11.066,0,0,0,2.4382,20.3,5.8,0
-2.906e-05,-0.00045811,0,-0.00076403,-1.4861e-07,0,-1.4861e-07,0.0022432,0,0,0,0,-0.50038,-0.00057156,0,-0.00057156,11.066,0,0,0,2.4382,20.3,5.85,0
-2.9318e-05,-0.00034607,0,-0.00076403,-1.4861e-07,0,-1.4861e-07,0.0022432,0,0,0,0,-0.50038,-0.00057156,0,-0.00057156,11.066,0,0,0,2.4382,20.3,5.9,0
-2.9576e-05,-0.00023404,0,-0.00076403,-1.474e-07,0,-1.474e-07,0.0022432,0,0,0,0,-0.50039,-0.00056693,0,-0.00056693,11.066,0,0,0,2.4382,20.3,5.95,0
-2.9831e-05,-0.000122,0,-0.00076403,-1.474e-07,0,-1.474e-07,0.0022432,0,0,0,0,-0.50039,-0.00056693,0,-0.00056693,11.066,0,0,0,2.4382,20.3,6,0
-3.0085e-05,-9.971e-06,0,-0.00076402,-1.4957e-07,0,-1.4957e-07,0.0022432,0,0,0,0,-0.50039,-0.00057527,0,-0.00057527,11.066,0,0,0,2.4382,20.3,6.05,0
-3.0338e-05,0.00010206,0,-0.00076402,-1.4957e-07,0,-1.4957e-07,0.0022432,0,0,0,0,-0.50039,-0.00057527,0,-0.00057527,11.066,0,0,0,2.4382,20.3,6.1,0
-3.0589e-05,0.00021409,0,-0.00076402,-1.4668e-07,0,-1.4668e-07,0.0022432,0,0,0,0,-0.5004,-0.00056416,0,-0.00056416,11.066,0,0,0,2.4381,20.3,6.15,0
-3.0837e-05,0.00032613,0,-0.00076402,-1.4668e-07,0,-1.4668e-07,0.0022432,0,0,0,0,-0.5004,-0.00056416,0,-0.00056416,11.066,0,0,0,2.4381,20.3,6.2,0
-3.1083e-05,0.00043816,0,-0.00076402,-1.5081e-07,0,-1.5081e-07,0.0022431,0,0,0,0,-0.50039,-0.00058005,0,-0.00058005,11.066,0,0,0,2.4381,20.3,6.25,0
-3.1327e-05,0.00055019,0,-0.00076402,-1.5081e-07,0,-1.5081e-07,0.0022431,0,0,0,0,-0.50039,-0.00058005,0,-0.00058005,11.066,0,0,0,2.4381,20.3,6.3,0
-3.1568e-05,0.00066222,0,-0.00076402,-1.4621e-07,0,-1.4621e-07,0.0022431,0,0,0,0,-0.5004,-0.00056236,0,-0.00056236,11.066,0,0,0,2.4381,20.3,6.35,0
-3.1805e-05,0.00077426,0,-0.00076402,-1.4621e-07,0,-1.4621e-07,0.0022431,0,0,0,0,-0.5004,-0.00056236,0,-0.00056236,11.066,0,0,0,2.4381,20.3,6.4,0
-3.204e-05,0.00088629,0,-0.00076401,-1.5222e-07,0,-1.5222e-07,0.0022431,0,0,0,0,-0.50039,-0.00058544,0,-0.00058544,11.066,0,0,0,2.4381,20.3,6.45,0
-3.2272e-05,0.00099832,0,-0.00076401,-1.5222e-07,0,-1.5222e-07,0.0022431,0,0,0,0,-0.50039,-0.00058544,0,-0.00058544,11.066,0,0,0,2.4381,20.3,6.5,0
-3.25e-05,0.0011103,0,-0.00076401,-1.4617e-07,0,-1.4617e-07,0.0022431,0,0,0,0,-0.50041,-0.00056217,0,-0.00056217,11.065,0,0,0,2.4381,20.3,6.55,0
-3.2723e-05,0.0012224,0,-0.00076401,-1.4617e-07,0,-1.4617e-07,0.0022431,0,0,0,0,-0.50041,-0.00056217,0,-0.00056217,11.065,0,0,0,2.4381,20.3,6.6,0
-3.2942e-05,0.0013344,0,-0.000764,-1.5418e-07,0,-1.5418e-07,0.0022431,0,0,0,0,-0.50039,-0.00059302,0,-0.00059302,11.065,0,0,0,2.4381,20.3,6.65,0
-3.3158e-05,0.0014464,0,-0.000764,-1.5418e-07,0,-1.5418e-07,0.0022431,0,0,0,0,-0.50039,-0.00059302,0,-0.00059302,11.065,0,0,0,2.4381,20.3,6.7,0
-3.337e-05,0.0015585,0,-0.00076401,-1.4624e-07,0,-1.4624e-07,0.0022431,0,0,0,0,-0.50042,-0.00056248,0,-0.00056248,11.065,0,0,0,2.4381,20.3,6.75,0
-3.3575e-05,0.0016705,0,-0.00076401,-1.4624e-07,0,-1.4624e-07,0.0022431,0,0,0,0,-0.50042,-0.00056248,0,-0.00056248,11.065,0,0,0,2.4381,20.3,6.8,0
-3.3776e-05,0.0017825,0,-0.000764,-1.5628e-07,0,-1.5628e-07,0.0022431,0,0,0,0,-0.5004,-0.00060107,0,-0.00060107,11.065,0,0,0,2.4381,20.3,6.85,0
-3.3973e-05,0.0018946,0,-0.000764,-1.5628e-07,0,-1.5628e-07,0.0022431,0,0,0,0,-0.5004,-0.00060107,0,-0.00060107,11.065,0,0,0,2.4381,20.3,6.9,0
-3.4164e-05,0.0020066,0,-0.000764,-1.4628e-07,0,-1.4628e-07,0.0022431,0,0,0,0,-0.50042,-0.0005626,0,-0.0005626,11.065,0,0,0,2.438,20.3,6.95,0
-3.4348e-05,0.0021186,0,-0.000764,-1.4628e-07,0,-1.4628e-07,0.0022431,0,0,0,0,-0.50042,-0.0005626,0,-0.0005626,11.065,0,0,0,2.438,20.3,7,0
-3.4527e-05,0.0022307,0,-0.00076399,-1.5875e-07,0,-1.5875e-07,0.0022431,0,0,0,0,-0.50039,-0.00061058,0,-0.00061058,11.065,0,0,0,2.438,20.3,7.05,0
-3.4701e-05,0.0023427,0,-0.00076399,-1.5875e-07,0,-1.5875e-07,0.0022431,0,0,0,0,-0.50039,-0.00061058,0,-0.00061058,11.065,0,0,0,2.438,20.3,7.1,0
-3.4869e-05,0.0024547,0,-0.000764,-1.4711e-07,0,-1.4711e-07,0.0022431,0,0,0,0,-0.50043,-0.00056581,0,-0.00056581,11.065,0,0,0,2.438,20.3,7.15,0
-3.5028e-05,0.0025667,0,-0.000764,-1.4711e-07,0,-1.4711e-07,0.0022431,0,0,0,0,-0.50043,-0.00056581,0,-0.00056581,11.065,0,0,0,2.438,20.3,7.2,0
-3.5181e-05,0.0026788,0,-0.00076399,-1.6144e-07,0,-1.6144e-07,0.002243,0,0,0,0,-0.5004,-0.00062091,0,-0.00062091,11.065,0,0,0,2.438,20.3,7.25,0
-3.5329e-05,0.0027908,0,-0.00076399,-1.6144e-07,0,-1.6144e-07,0.002243,0,0,0,0,-0.5004,-0.00062091,0,-0.00062091,11.065,0,0,0,2.438,20.3,7.3,0
-3.5469e-05,0.0029028,0,-0.00076399,-1.4805e-07,0,-1.4805e-07,0.002243,0,0,0,0,-0.50044,-0.0005694,0,-0.0005694,11.065,0,0,0,2.438,20.3,7.35,0
-3.56e-05,0.0030148,0,-0.00076399,-1.4805e-07,0,-1.4805e-07,0.002243,0,0,0,0,-0.50044,-0.0005694,0,-0.0005694,11.065,0,0,0,2.438,20.3,7.4,0
-3.5724e-05,0.0031269,0,-0.00076398,-1.6455e-07,0,-1.6455e-07,0.002243,0,0,0,0,-0.5004,-0.00063287,0,-0.00063287,11.065,0,0,0,2.438,20.3,7.45,0
-3.5841e-05,0.0032389,0,-0.00076398,-1.6455e-07,0,-1.6455e-07,0.002243,0,0,0,0,-0.5004,-0.00063287,0,-0.00063287,11.065,0,0,0,2.438,20.3,7.5,0
-3.595e-05,0.0033509,0,-0.00076399,-1.4923e-07,0,-1.4923e-07,0.002243,0,0,0,0,-0.50044,-0.00057396,0,-0.00057396,11.065,0,0,0,2.438,20.3,7.55,0
-3.6048e-05,0.003463,0,-0.00076399,-1.4923e-07,0,-1.4923e-07,0.002243,0,0,0,0,-0.50044,-0.00057396,0,-0.00057396,11.065,0,0,0,2.438,20.3,7.6,0
-3.6139e-05,0.003575,0,-0.00076397,-1.6787e-07,0,-1.6787e-07,0.002243,0,0,0,0,-0.50041,-0.00064565,0,-0.00064565,11.065,0,0,0,2.438,20.3,7.65,0
-3.6222e-05,0.003687,0,-0.00076397,-1.6787e-07,0,-1.6787e-07,0.002243,0,0,0,0,-0.50041,-0.00064565,0,-0.00064565,11.065,0,0,0,2.438,20.3,7.7,0
-3.6296e-05,0.003799,0,-0.00076398,-1.5027e-07,0,-1.5027e-07,0.002243,0,0,0,0,-0.50044,-0.00057796,0,-0.00057796,11.065,0,0,0,2.4379,20.3,7.75,0
-3.6358e-05,0.0039111,0,-0.00076398,-1.5027e-07,0,-1.5027e-07,0.002243,0,0,0,0,-0.50044,-0.00057796,0,-0.00057796,11.065,0,0,0,2.4379,20.3,7.8,0
-3.6411e-05,0.0040231,0,-0.00076396,-1.7067e-07,0,-1.7067e-07,0.002243,0,0,0,0,-0.50039,-0.00065643,0,-0.00065643,11.065,0,0,0,2.4379,20.3,7.85,0
-3.6456e-05,0.0041351,0,-0.00076396,-1.7067e-07,0,-1.7067e-07,0.002243,0,0,0,0,-0.50039,-0.00065643,0,-0.00065643,11.065,0,0,0,2.4379,20.3,7.9,0
-3.6492e-05,0.0042471,0,-0.00076397,-1.4991e-07,0,-1.4991e-07,0.002243,0,0,0,0,-0.50042,-0.00057657,0,-0.00057657,11.065,0,0,0,2.4379,20.3,7.95,0
-3.6513e-05,0.0043592,0,-0.00076396,-1.6274e-07,0,-1.6274e-07,0.002243,0,0,0,0,-0.50025,-0.00062593,0,-0.00062593,11.065,0,0,0,2.438,20.3,8,0
-3.6525e-05,0.0044712,0,-0.00076396,-1.6274e-07,0,-1.6274e-07,0.002243,0,0,0,0,-0.50025,-0.00062593,0,-0.00062593,11.065,0,0,0,2.438,20.3,8.05,0
-3.6528e-05,0.0045832,0,-0.00076396,-1.8953e-07,0,-1.8953e-07,0.002243,0,0,0,0,-0.50039,-0.00072895,0,-0.00072895,11.065,0,0,0,2.4379,20.3,8.1,0
-3.652e-05,0.0046952,0,-0.00076396,-1.8953e-07,0,-1.8953e-07,0.002243,0,0,0,0,-0.50039,-0.00072895,0,-0.00072895,11.065,0,0,0,2.4379,20.3,8.15,0
-3.6497e-05,0.0048072,0,-0.00076394,-1.6713e-07,0,-1.6713e-07,0.002243,0,0,0,0,-0.50024,-0.00064281,0,-0.00064281,11.065,0,0,0,2.438,20.3,8.2,0
-3.6464e-05,0.0049193,0,-0.00076394,-1.6713e-07,0,-1.6713e-07,0.002243,0,0,0,0,-0.50024,-0.00064281,0,-0.00064281,11.065,0,0,0,2.438,20.3,8.25,0
-3.6421e-05,0.0050313,0,-0.00076398,-1.9597e-07,0,-1.9597e-07,0.0022429,0,0,0,0,-0.50059,-0.00075372,0,-0.00075372,11.064,0,0,0,2.4378,20.3,8.3,0
-3.6367e-05,0.0051433,0,-0.00076398,-1.9597e-07,0,-1.9597e-07,0.0022429,0,0,0,0,-0.50059,-0.00075372,0,-0.00075372,11.064,0,0,0,2.4378,20.3,8.35,0
-3.6298e-05,0.0052553,0,-0.00076409,-1.8527e-07,0,-1.8527e-07,0.002243,0,0,0,0,-0.50106,-0.00071257,0,-0.00071257,11.065,0,0,0,2.4378,20.3,8.4,0
-3.6218e-05,0.0053674,0,-0.00076417,-2.3397e-07,0,-2.3397e-07,0.0022429,0,0,0,0,-0.50156,-0.00089988,0,-0.00089988,11.064,0,0,0,2.4375,20.3,8.45,0
-3.613e-05,0.0054794,0,-0.00076417,-2.3397e-07,0,-2.3397e-07,0.0022429,0,0,0,0,-0.50156,-0.00089988,0,-0.00089988,11.064,0,0,0,2.4375,20.3,8.5,0
-3.6029e-05,0.0055914,0,-0.00076442,-2.8507e-07,0,-2.8507e-07,0.0022431,0,0,0,0,-0.50268,-0.0010964,0,-0.0010964,11.065,0,0,0,2.4374,20.3,8.55,0
-3.5915e-05,0.0057034,0,-0.00076442,-2.8507e-07,0,-2.8507e-07,0.0022431,0,0,0,0,-0.50268,-0.0010964,0,-0.0010964,11.065,0,0,0,2.4374,20.3,8.6,0
-3.5784e-05,0.0058155,0,-0.00076481,-3.6324e-07,0,-3.6324e-07,0.0022434,0,0,0,0,-0.50439,-0.0013971,0,-0.0013971,11.066,0,0,0,2.4372,20.3,8.65,0
-3.5647e-05,0.0059275,0,-0.00076481,-3.6324e-07,0,-3.6324e-07,0.0022434,0,0,0,0,-0.50439,-0.0013971,0,-0.0013971,11.066,0,0,0,2.4372,20.3,8.7,0
-3.5484e-05,0.0060396,0,-0.00076496,-3.2462e-07,0,-3.2462e-07,0.0022436,0,0,0,0,-0.50486,-0.0012486,0,-0.0012486,11.067,0,0,0,2.4373,20.3,8.75,0
-3.5296e-05,0.0061516,0,-0.00076478,-2.3355e-07,0,-2.3355e-07,0.0022443,0,0,0,0,-0.50268,-0.00089828,0,-0.00089828,11.071,0,0,0,2.4388,20.3,8.8,0
